date,hour,HOEP,TOU
03/02/2016,6,-0.00239,0
03/02/2016,7,-0.00252,0
03/02/2016,8,0,0
03/02/2016,9,0,0
03/02/2016,10,0,0
03/02/2016,11,0,0
03/02/2016,12,0.00118,0
03/02/2016,13,0.00447,0
03/02/2016,14,0.00119,0
03/02/2016,15,0,0
03/02/2016,16,0,0
03/02/2016,17,0,0
03/02/2016,18,0.00121,0
03/02/2016,19,0,0
03/02/2016,20,0,0
03/02/2016,21,0,0
03/02/2016,22,0.00227,0
03/02/2016,23,0.00212,0
03/02/2016,24,-0.00036,0
04/02/2016,1,-0.00384,0
04/02/2016,2,-0.0044,0
04/02/2016,3,-0.00448,0
04/02/2016,4,-0.00439,0
04/02/2016,5,-0.00623,0
04/02/2016,6,-0.00129,0
04/02/2016,7,0.00427,0
04/02/2016,8,0.00992,0
04/02/2016,9,0.01369,0
04/02/2016,10,0.01802,0
04/02/2016,11,0.01371,0
04/02/2016,12,0.01379,0
04/02/2016,13,0.01363,0
04/02/2016,14,0.01366,0
04/02/2016,15,0.01369,0
04/02/2016,16,0.0137,0
04/02/2016,17,0.02099,0
04/02/2016,18,0.04456,0
04/02/2016,19,0.03726,0
04/02/2016,20,0.02042,0
04/02/2016,21,0.01689,0
04/02/2016,22,0.01553,0
04/02/2016,23,0.01136,0
04/02/2016,24,0.01374,0
05/02/2016,1,0.01216,0
05/02/2016,2,0.00706,0
05/02/2016,3,0.00589,0
05/02/2016,4,0.0049,0
05/02/2016,5,0.00587,0
05/02/2016,6,0.00364,0
05/02/2016,7,0.02166,0
05/02/2016,8,0.04857,0
05/02/2016,9,0.01681,0
05/02/2016,10,0.02582,0
05/02/2016,11,0.01332,0
05/02/2016,12,0.0121,0
05/02/2016,13,0.0004,0
05/02/2016,14,0.00582,0
05/02/2016,15,0.0078,0
05/02/2016,16,0.01023,0
05/02/2016,17,0.0159,0
05/02/2016,18,0.02318,0
05/02/2016,19,0.01668,0
05/02/2016,20,0.01442,0
05/02/2016,21,0.01348,0
05/02/2016,22,0.01085,0
05/02/2016,23,0.00541,0
05/02/2016,24,0.00286,0
06/02/2016,1,0.0011,0
06/02/2016,2,-0.00345,0
06/02/2016,3,-0.00378,0
06/02/2016,4,-0.00414,0
06/02/2016,5,-0.00418,0
06/02/2016,6,-0.00418,0
06/02/2016,7,-0.00374,0
06/02/2016,8,-0.00068,0
06/02/2016,9,0.00501,0
06/02/2016,10,0.00449,0
06/02/2016,11,0.0025,0
06/02/2016,12,0.00537,0
06/02/2016,13,0.00224,0
06/02/2016,14,-0.00027,0
06/02/2016,15,-0.00091,0
